,Raw,Posted_date,Country_name,certificate,Website,Total
14334,"
                    صفحة 1 من 9 وظائف",7/11/21,Saudi Arabia,Hospital Administration,Indeed,9 
14335,0,7/11/21,Saudi Arabia,Public Health,Indeed,0
14336,0,7/11/21,Saudi Arabia,Accounting,Indeed,0
14337,"
                    صفحة 1 من 2 وظائف",7/11/21,Saudi Arabia,Auto Service,Indeed,2 
14338,0,7/11/21,Saudi Arabia,Communication,Indeed,0
14339,"
                    صفحة 1 من 3 وظائف",7/11/21,Saudi Arabia,Computer Support,Indeed,3 
14340,0,7/11/21,Saudi Arabia,Database,Indeed,0
14341,0,7/11/21,Saudi Arabia,Tourism Management,Indeed,0
14342,0,7/11/21,Saudi Arabia,Marriage Family,Indeed,0
14343,0,7/11/21,Saudi Arabia,Project Management,Indeed,0
14344,0,7/11/21,Saudi Arabia,TEFL,Indeed,0
14345,"
                    صفحة 1 من 6 وظائف",7/11/21,Saudi Arabia,Web Development,Indeed,6 
14346,0,7/11/21,Saudi Arabia,Business Administration,Indeed,0
14347,"
                    صفحة 1 من 1 وظائف",7/11/21,Saudi Arabia,Healthcare Administration,Indeed,1
14348,"
                    صفحة 1 من 44 وظائف",7/11/21,Saudi Arabia,Administrative Assistant,Indeed,44 
14349,0,7/11/21,Saudi Arabia,Agribusiness Management,Indeed,0
14350,0,7/11/21,Saudi Arabia,Commercial Fundamentals,Indeed,0
14351,0,7/11/21,Saudi Arabia,Community Health,Indeed,0
14352,0,7/11/21,Saudi Arabia,Construction Field,Indeed,0
14353,0,7/11/21,Saudi Arabia,Entrepreneurship,Indeed,0
14354,0,7/11/21,Saudi Arabia,Family History Research,Indeed,0
14355,0,7/11/21,Saudi Arabia,Fundamentals of Medical Coding,Indeed,0
14356,"
                    صفحة 1 من 9 وظائف",7/11/21,Saudi Arabia,Social Media Marketing,Indeed,9 
14357,0,7/11/21,Saudi Arabia,Computer Programming,Indeed,0
14358,0,7/11/21,Saudi Arabia,,Indeed,0
14359,0,7/11/21,Saudi Arabia,,Indeed,0
14360,0,7/11/21,Saudi Arabia,,Indeed,0
14361,0,7/11/21,Saudi Arabia,,Indeed,0
14362,0,7/11/21,Saudi Arabia,,Indeed,0
14363,0,7/11/21,Saudi Arabia,,Indeed,0
14364,"
                    صفحة 1 من 15 وظائف",7/11/21,Saudi Arabia,,Indeed,15 
14365,0,7/11/21,Saudi Arabia,,Indeed,0
14366,0,7/11/21,Saudi Arabia,,Indeed,0
14367,0,7/11/21,Saudi Arabia,,Indeed,0
14368,0,7/11/21,Saudi Arabia,,Indeed,0
14369,0,7/11/21,Saudi Arabia,,Indeed,0
14370,0,7/11/21,Saudi Arabia,,Indeed,0
14371,0,7/11/21,Saudi Arabia,,Indeed,0
14372,0,7/11/21,Saudi Arabia,,Indeed,0
14373,0,7/11/21,Saudi Arabia,,Indeed,0
14374,"
                    صفحة 1 من 17 وظائف",7/11/21,Saudi Arabia,,Indeed,17 
14375,0,7/11/21,Saudi Arabia,,Indeed,0
14376,"
                    صفحة 1 من 3 وظائف",7/11/21,Saudi Arabia,,Indeed,3 
14377,"
                    صفحة 1 من 5 وظائف",7/11/21,Saudi Arabia,,Indeed,5 
14378,0,7/11/21,Saudi Arabia,,Indeed,0
14379,"
                    Page 1 of 2 jobs",7/11/21,Singapore,Hospital Administration,Indeed,2 
14380,"
                    Page 1 of 118 jobs",7/11/21,Singapore,Public Health,Indeed,118 
14381,"
                    Page 1 of 15 jobs",7/11/21,Singapore,Accounting,Indeed,15 
14382,"
                    Page 1 of 141 jobs",7/11/21,Singapore,Auto Service,Indeed,141 
14383,"
                    Page 1 of 2 jobs",7/11/21,Singapore,Communication,Indeed,2 
14384,"
                    Page 1 of 72 jobs",7/11/21,Singapore,Computer Support,Indeed,72 
14385,"
                    Page 1 of 3 jobs",7/11/21,Singapore,Database,Indeed,3 
14386,"
                    Page 1 of 1 jobs",7/11/21,Singapore,Tourism Management,Indeed,1
14387,0,7/11/21,Singapore,Marriage Family,Indeed,0
14388,0,7/11/21,Singapore,Project Management,Indeed,0
14389,0,7/11/21,Singapore,TEFL,Indeed,0
14390,"
                    Page 1 of 7 jobs",7/11/21,Singapore,Web Development,Indeed,7 
14391,"
                    Page 1 of 2 jobs",7/11/21,Singapore,Business Administration,Indeed,2 
14392,"
                    Page 1 of 24 jobs",7/11/21,Singapore,Healthcare Administration,Indeed,24 
14393,"
                    Page 1 of 2086 jobs",7/11/21,Singapore,Administrative Assistant,Indeed,2086 
14394,"
                    Page 1 of 14 jobs",7/11/21,Singapore,Agribusiness Management,Indeed,14 
14395,0,7/11/21,Singapore,Commercial Fundamentals,Indeed,0
14396,"
                    Page 1 of 1 jobs",7/11/21,Singapore,Community Health,Indeed,1
14397,"
                    Page 1 of 2 jobs",7/11/21,Singapore,Construction Field,Indeed,2 
14398,"
                    Page 1 of 1 jobs",7/11/21,Singapore,Entrepreneurship,Indeed,1
14399,"
                    Page 1 of 13 jobs",7/11/21,Singapore,Family History Research,Indeed,13 
14400,"
                    Page 1 of 1 jobs",7/11/21,Singapore,Fundamentals of Medical Coding,Indeed,1
14401,"
                    Page 1 of 114 jobs",7/11/21,Singapore,Social Media Marketing,Indeed,114 
14402,"
                    Page 1 of 2 jobs",7/11/21,Singapore,Computer Programming,Indeed,2 
14403,"
                    Page 1 of 2 jobs",7/11/21,Singapore,,Indeed,2 
14404,0,7/11/21,Singapore,,Indeed,0
14405,"
                    Page 1 of 6 jobs",7/11/21,Singapore,,Indeed,6 
14406,0,7/11/21,Singapore,,Indeed,0
14407,0,7/11/21,Singapore,,Indeed,0
14408,0,7/11/21,Singapore,,Indeed,0
14409,"
                    Page 1 of 1079 jobs",7/11/21,Singapore,,Indeed,1079 
14410,"
                    Page 1 of 15 jobs",7/11/21,Singapore,,Indeed,15 
14411,0,7/11/21,Singapore,,Indeed,0
14412,0,7/11/21,Singapore,,Indeed,0
14413,"
                    Page 1 of 3 jobs",7/11/21,Singapore,,Indeed,3 
14414,"
                    Page 1 of 1 jobs",7/11/21,Singapore,,Indeed,1
14415,0,7/11/21,Singapore,,Indeed,0
14416,0,7/11/21,Singapore,,Indeed,0
14417,0,7/11/21,Singapore,,Indeed,0
14418,0,7/11/21,Singapore,,Indeed,0
14419,"
                    Page 1 of 1338 jobs",7/11/21,Singapore,,Indeed,1338 
14420,0,7/11/21,Singapore,,Indeed,0
14421,"
                    Page 1 of 202 jobs",7/11/21,Singapore,,Indeed,202 
14422,"
                    Page 1 of 34 jobs",7/11/21,Singapore,,Indeed,34 
14423,"
                    Page 1 of 1 jobs",7/11/21,Singapore,,Indeed,1
14424,"
                    Page 1 of 99 jobs",7/11/21,Canada,Hospital Administration,Indeed,99 
14425,"
                    Page 1 of 1 jobs",7/11/21,Canada,Public Health,Indeed,1
14426,"
                    Page 1 of 270 jobs",7/11/21,Canada,Accounting,Indeed,270 
14427,"
                    Page 1 of 291 jobs",7/11/21,Canada,Auto Service,Indeed,291 
14428,"
                    Page 1 of 2 jobs",7/11/21,Canada,Communication,Indeed,2 
14429,"
                    Page 1 of 211 jobs",7/11/21,Canada,Computer Support,Indeed,211 
14430,0,7/11/21,Canada,Database,Indeed,0
14431,"
                    Page 1 of 3 jobs",7/11/21,Canada,Tourism Management,Indeed,3 
14432,0,7/11/21,Canada,Marriage Family,Indeed,0
14433,0,7/11/21,Canada,Project Management,Indeed,0
14434,0,7/11/21,Canada,TEFL,Indeed,0
14435,"
                    Page 1 of 1 jobs",7/11/21,Canada,Web Development,Indeed,1
14436,"
                    Page 1 of 12 jobs",7/11/21,Canada,Business Administration,Indeed,12 
14437,0,7/11/21,Canada,Healthcare Administration,Indeed,0
14438,"
                    Page 1 of 3797 jobs",7/11/21,Canada,Administrative Assistant,Indeed,3797 
14439,"
                    Page 1 of 12 jobs",7/11/21,Canada,Agribusiness Management,Indeed,12 
14440,"
                    Page 1 of 585 jobs",7/11/21,Canada,Commercial Fundamentals,Indeed,585 
14441,0,7/11/21,Canada,Community Health,Indeed,0
14442,0,7/11/21,Canada,Construction Field,Indeed,0
14443,0,7/11/21,Canada,Entrepreneurship,Indeed,0
14444,"
                    Page 1 of 9 jobs",7/11/21,Canada,Family History Research,Indeed,9 
14445,"
                    Page 1 of 3 jobs",7/11/21,Canada,Fundamentals of Medical Coding,Indeed,3 
14446,"
                    Page 1 of 291 jobs",7/11/21,Canada,Social Media Marketing,Indeed,291 
14447,"
                    Page 1 of 2 jobs",7/11/21,Canada,Computer Programming,Indeed,2 
14448,"
                    Page 1 of 1 jobs",7/11/21,Canada,,Indeed,1
14449,0,7/11/21,Canada,,Indeed,0
14450,"
                    Page 1 of 3 jobs",7/11/21,Canada,,Indeed,3 
14451,"
                    Page 1 of 80 jobs",7/11/21,Canada,,Indeed,80 
14452,0,7/11/21,Canada,,Indeed,0
14453,"
                    Page 1 of 6 jobs",7/11/21,Canada,,Indeed,6 
14454,"
                    Page 1 of 2680 jobs",7/11/21,Canada,,Indeed,2680 
14455,"
                    Page 1 of 748 jobs",7/11/21,Canada,,Indeed,748 
14456,"
                    Page 1 of 13 jobs",7/11/21,Canada,,Indeed,13 
14457,0,7/11/21,Canada,,Indeed,0
14458,"
                    Page 1 of 46 jobs",7/11/21,Canada,,Indeed,46 
14459,"
                    Page 1 of 4 jobs",7/11/21,Canada,,Indeed,4 
14460,0,7/11/21,Canada,,Indeed,0
14461,"
                    Page 1 of 18 jobs",7/11/21,Canada,,Indeed,18 
14462,0,7/11/21,Canada,,Indeed,0
14463,"
                    Page 1 of 5 jobs",7/11/21,Canada,,Indeed,5 
14464,"
                    Page 1 of 3350 jobs",7/11/21,Canada,,Indeed,3350 
14465,0,7/11/21,Canada,,Indeed,0
14466,"
                    Page 1 of 216 jobs",7/11/21,Canada,,Indeed,216 
14467,"
                    Page 1 of 290 jobs",7/11/21,Canada,,Indeed,290 
14468,"
                    Page 1 of 7 jobs",7/11/21,Canada,,Indeed,7 
14469,"
                    Page 1 of 63 jobs",7/11/21,United States,Hospital Administration,Indeed,63 
14470,"
                    Page 1 of 9 jobs",7/11/21,United States,Public Health,Indeed,9 
14471,"
                    Page 1 of 3571 jobs",7/11/21,United States,Accounting,Indeed,3571 
14472,"
                    Page 1 of 7516 jobs",7/11/21,United States,Auto Service,Indeed,7516 
14473,"
                    Page 1 of 13 jobs",7/11/21,United States,Communication,Indeed,13 
14474,"
                    Page 1 of 3260 jobs",7/11/21,United States,Computer Support,Indeed,3260 
14475,"
                    Page 1 of 9 jobs",7/11/21,United States,Database,Indeed,9 
14476,"
                    Page 1 of 37 jobs",7/11/21,United States,Tourism Management,Indeed,37 
14477,"
                    Page 1 of 3 jobs",7/11/21,United States,Marriage Family,Indeed,3 
14478,"
                    Page 1 of 2 jobs",7/11/21,United States,Project Management,Indeed,2 
14479,"
                    Page 1 of 1 jobs",7/11/21,United States,TEFL,Indeed,1
14480,"
                    Page 1 of 95 jobs",7/11/21,United States,Web Development,Indeed,95 
14481,"
                    Page 1 of 1 jobs",7/11/21,United States,Business Administration,Indeed,1
14482,"
                    Page 1 of 3 jobs",7/11/21,United States,Healthcare Administration,Indeed,3 
14483,"
                    Page 1 of 74225 jobs",7/11/21,United States,Administrative Assistant,Indeed,74225 
14484,"
                    Page 1 of 134 jobs",7/11/21,United States,Agribusiness Management,Indeed,134 
14485,"
                    Page 1 of 12 jobs",7/11/21,United States,Commercial Fundamentals,Indeed,12 
14486,"
                    Page 1 of 42 jobs",7/11/21,United States,Community Health,Indeed,42 
14487,"
                    Page 1 of 9 jobs",7/11/21,United States,Construction Field,Indeed,9 
14488,"
                    Page 1 of 14 jobs",7/11/21,United States,Entrepreneurship,Indeed,14 
14489,"
                    Page 1 of 339 jobs",7/11/21,United States,Family History Research,Indeed,339 
14490,"
                    Page 1 of 42 jobs",7/11/21,United States,Fundamentals of Medical Coding,Indeed,42 
14491,"
                    Page 1 of 5964 jobs",7/11/21,United States,Social Media Marketing,Indeed,5964 
14492,"
                    Page 1 of 22 jobs",7/11/21,United States,Computer Programming,Indeed,22 
14493,"
                    Page 1 of 29 jobs",7/11/21,United States,,Indeed,29 
14494,"
                    Page 1 of 4 jobs",7/11/21,United States,,Indeed,4 
14495,"
                    Page 1 of 91 jobs",7/11/21,United States,,Indeed,91 
14496,"
                    Page 1 of 169 jobs",7/11/21,United States,,Indeed,169 
14497,0,7/11/21,United States,,Indeed,0
14498,"
                    Page 1 of 47 jobs",7/11/21,United States,,Indeed,47 
14499,"
                    Page 1 of 56353 jobs",7/11/21,United States,,Indeed,56353 
14500,"
                    Page 1 of 1305 jobs",7/11/21,United States,,Indeed,1305 
14501,"
                    Page 1 of 140 jobs",7/11/21,United States,,Indeed,140 
14502,"
                    Page 1 of 52 jobs",7/11/21,United States,,Indeed,52 
14503,"
                    Page 1 of 1337 jobs",7/11/21,United States,,Indeed,1337 
14504,"
                    Page 1 of 77 jobs",7/11/21,United States,,Indeed,77 
14505,"
                    Page 1 of 7 jobs",7/11/21,United States,,Indeed,7 
14506,"
                    Page 1 of 17 jobs",7/11/21,United States,,Indeed,17 
14507,0,7/11/21,United States,,Indeed,0
14508,0,7/11/21,United States,,Indeed,0
14509,"
                    Page 1 of 63137 jobs",7/11/21,United States,,Indeed,63137 
14510,"
                    Page 1 of 38 jobs",7/11/21,United States,,Indeed,38 
14511,"
                    Page 1 of 5128 jobs",7/11/21,United States,,Indeed,5128 
14512,"
                    Page 1 of 4965 jobs",7/11/21,United States,,Indeed,4965 
14513,"
                    Page 1 of 15 jobs",7/11/21,United States,,Indeed,15 
14514,0,7/11/21,Nigeria,Hospital Administration,Indeed,0
14515,0,7/11/21,Nigeria,Public Health,Indeed,0
14516,0,7/11/21,Nigeria,Accounting,Indeed,0
14517,0,7/11/21,Nigeria,Auto Service,Indeed,0
14518,0,7/11/21,Nigeria,Communication,Indeed,0
14519,0,7/11/21,Nigeria,Computer Support,Indeed,0
14520,0,7/11/21,Nigeria,Database,Indeed,0
14521,0,7/11/21,Nigeria,Tourism Management,Indeed,0
14522,0,7/11/21,Nigeria,Marriage Family,Indeed,0
14523,0,7/11/21,Nigeria,Project Management,Indeed,0
14524,0,7/11/21,Nigeria,TEFL,Indeed,0
14525,0,7/11/21,Nigeria,Web Development,Indeed,0
14526,0,7/11/21,Nigeria,Business Administration,Indeed,0
14527,0,7/11/21,Nigeria,Healthcare Administration,Indeed,0
14528,"
                    Page 1 of 39 jobs",7/11/21,Nigeria,Administrative Assistant,Indeed,39 
14529,0,7/11/21,Nigeria,Agribusiness Management,Indeed,0
14530,0,7/11/21,Nigeria,Commercial Fundamentals,Indeed,0
14531,0,7/11/21,Nigeria,Community Health,Indeed,0
14532,0,7/11/21,Nigeria,Construction Field,Indeed,0
14533,0,7/11/21,Nigeria,Entrepreneurship,Indeed,0
14534,0,7/11/21,Nigeria,Family History Research,Indeed,0
14535,0,7/11/21,Nigeria,Fundamentals of Medical Coding,Indeed,0
14536,0,7/11/21,Nigeria,Social Media Marketing,Indeed,0
14537,0,7/11/21,Nigeria,Computer Programming,Indeed,0
14538,0,7/11/21,Nigeria,,Indeed,0
14539,0,7/11/21,Nigeria,,Indeed,0
14540,0,7/11/21,Nigeria,,Indeed,0
14541,0,7/11/21,Nigeria,,Indeed,0
14542,0,7/11/21,Nigeria,,Indeed,0
14543,0,7/11/21,Nigeria,,Indeed,0
14544,"
                    Page 1 of 23 jobs",7/11/21,Nigeria,,Indeed,23 
14545,0,7/11/21,Nigeria,,Indeed,0
14546,0,7/11/21,Nigeria,,Indeed,0
14547,0,7/11/21,Nigeria,,Indeed,0
14548,0,7/11/21,Nigeria,,Indeed,0
14549,0,7/11/21,Nigeria,,Indeed,0
14550,0,7/11/21,Nigeria,,Indeed,0
14551,0,7/11/21,Nigeria,,Indeed,0
14552,0,7/11/21,Nigeria,,Indeed,0
14553,0,7/11/21,Nigeria,,Indeed,0
14554,"
                    Page 1 of 25 jobs",7/11/21,Nigeria,,Indeed,25 
14555,0,7/11/21,Nigeria,,Indeed,0
14556,"
                    Page 1 of 6 jobs",7/11/21,Nigeria,,Indeed,6 
14557,"
                    Page 1 of 1 jobs",7/11/21,Nigeria,,Indeed,1
14558,0,7/11/21,Nigeria,,Indeed,0
14559,"
                    Page 1 of 1 jobs",7/11/21,Ireland,Hospital Administration,Indeed,1
14560,0,7/11/21,Ireland,Public Health,Indeed,0
14561,0,7/11/21,Ireland,Accounting,Indeed,0
14562,"
                    Page 1 of 11 jobs",7/11/21,Ireland,Auto Service,Indeed,11 
14563,0,7/11/21,Ireland,Communication,Indeed,0
14564,"
                    Page 1 of 28 jobs",7/11/21,Ireland,Computer Support,Indeed,28 
14565,0,7/11/21,Ireland,Database,Indeed,0
14566,0,7/11/21,Ireland,Tourism Management,Indeed,0
14567,0,7/11/21,Ireland,Marriage Family,Indeed,0
14568,0,7/11/21,Ireland,Project Management,Indeed,0
14569,0,7/11/21,Ireland,TEFL,Indeed,0
14570,"
                    Page 1 of 24 jobs",7/11/21,Ireland,Web Development,Indeed,24 
14571,0,7/11/21,Ireland,Business Administration,Indeed,0
14572,0,7/11/21,Ireland,Healthcare Administration,Indeed,0
14573,"
                    Page 1 of 238 jobs",7/11/21,Ireland,Administrative Assistant,Indeed,238 
14574,"
                    Page 1 of 1 jobs",7/11/21,Ireland,Agribusiness Management,Indeed,1
14575,0,7/11/21,Ireland,Commercial Fundamentals,Indeed,0
14576,0,7/11/21,Ireland,Community Health,Indeed,0
14577,0,7/11/21,Ireland,Construction Field,Indeed,0
14578,0,7/11/21,Ireland,Entrepreneurship,Indeed,0
14579,0,7/11/21,Ireland,Family History Research,Indeed,0
14580,0,7/11/21,Ireland,Fundamentals of Medical Coding,Indeed,0
14581,"
                    Page 1 of 25 jobs",7/11/21,Ireland,Social Media Marketing,Indeed,25 
14582,0,7/11/21,Ireland,Computer Programming,Indeed,0
14583,"
                    Page 1 of 1 jobs",7/11/21,Ireland,,Indeed,1
14584,0,7/11/21,Ireland,,Indeed,0
14585,0,7/11/21,Ireland,,Indeed,0
14586,"
                    Page 1 of 1 jobs",7/11/21,Ireland,,Indeed,1
14587,0,7/11/21,Ireland,,Indeed,0
14588,0,7/11/21,Ireland,,Indeed,0
14589,"
                    Page 1 of 140 jobs",7/11/21,Ireland,,Indeed,140 
14590,"
                    Page 1 of 7 jobs",7/11/21,Ireland,,Indeed,7 
14591,0,7/11/21,Ireland,,Indeed,0
14592,"
                    Page 1 of 1 jobs",7/11/21,Ireland,,Indeed,1
14593,0,7/11/21,Ireland,,Indeed,0
14594,0,7/11/21,Ireland,,Indeed,0
14595,0,7/11/21,Ireland,,Indeed,0
14596,0,7/11/21,Ireland,,Indeed,0
14597,0,7/11/21,Ireland,,Indeed,0
14598,0,7/11/21,Ireland,,Indeed,0
14599,"
                    Page 1 of 199 jobs",7/11/21,Ireland,,Indeed,199 
14600,0,7/11/21,Ireland,,Indeed,0
14601,"
                    Page 1 of 21 jobs",7/11/21,Ireland,,Indeed,21 
14602,"
                    Page 1 of 13 jobs",7/11/21,Ireland,,Indeed,13 
14603,0,7/11/21,Ireland,,Indeed,0
14604,0,7/11/21,Hong Kong,Hospital Administration,Indeed,0
14605,0,7/11/21,Hong Kong,Public Health,Indeed,0
14606,0,7/11/21,Hong Kong,Accounting,Indeed,0
14607,"
                    Page 1 of 149 jobs",7/11/21,Hong Kong,Auto Service,Indeed,149 
14608,"
                    Page 1 of 1 jobs",7/11/21,Hong Kong,Communication,Indeed,1
14609,"
                    Page 1 of 13 jobs",7/11/21,Hong Kong,Computer Support,Indeed,13 
14610,"
                    Page 1 of 128 jobs",7/11/21,Hong Kong,Database,Indeed,128 
14611,0,7/11/21,Hong Kong,Tourism Management,Indeed,0
14612,0,7/11/21,Hong Kong,Marriage Family,Indeed,0
14613,0,7/11/21,Hong Kong,Project Management,Indeed,0
14614,0,7/11/21,Hong Kong,TEFL,Indeed,0
14615,"
                    Page 1 of 11 jobs",7/11/21,Hong Kong,Web Development,Indeed,11 
14616,0,7/11/21,Hong Kong,Business Administration,Indeed,0
14617,"
                    Page 1 of 15 jobs",7/11/21,Hong Kong,Healthcare Administration,Indeed,15 
14618,"
                    Page 1 of 501 jobs",7/11/21,Hong Kong,Administrative Assistant,Indeed,501 
14619,0,7/11/21,Hong Kong,Agribusiness Management,Indeed,0
14620,0,7/11/21,Hong Kong,Commercial Fundamentals,Indeed,0
14621,"
                    Page 1 of 2 jobs",7/11/21,Hong Kong,Community Health,Indeed,2 
14622,0,7/11/21,Hong Kong,Construction Field,Indeed,0
14623,0,7/11/21,Hong Kong,Entrepreneurship,Indeed,0
14624,"
                    Page 1 of 5 jobs",7/11/21,Hong Kong,Family History Research,Indeed,5 
14625,0,7/11/21,Hong Kong,Fundamentals of Medical Coding,Indeed,0
14626,"
                    Page 1 of 60 jobs",7/11/21,Hong Kong,Social Media Marketing,Indeed,60 
14627,0,7/11/21,Hong Kong,Computer Programming,Indeed,0
14628,"
                    Page 1 of 1 jobs",7/11/21,Hong Kong,,Indeed,1
14629,0,7/11/21,Hong Kong,,Indeed,0
14630,"
                    Page 1 of 1 jobs",7/11/21,Hong Kong,,Indeed,1
14631,0,7/11/21,Hong Kong,,Indeed,0
14632,0,7/11/21,Hong Kong,,Indeed,0
14633,0,7/11/21,Hong Kong,,Indeed,0
14634,"
                    Page 1 of 269 jobs",7/11/21,Hong Kong,,Indeed,269 
14635,"
                    Page 1 of 4 jobs",7/11/21,Hong Kong,,Indeed,4 
14636,0,7/11/21,Hong Kong,,Indeed,0
14637,0,7/11/21,Hong Kong,,Indeed,0
14638,"
                    Page 1 of 1 jobs",7/11/21,Hong Kong,,Indeed,1
